Start Time, End Time, Time in Bed (mins), Is nap, Sleep quality, Awake duration (mins), REM sleep duration (mins), Light sleep duration (mins), Deep sleep duration (mins), Amount of audio recordings, Wake-up mood, 
Optional(2019-10-29 22:31:20 +0000), Optional(2019-10-29 22:31:20 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2019-10-29 22:31:20 +0000), Optional(2019-10-30 06:37:24 +0000), 486, No, 74, 26, 60, 220, 180, 0, Undefined, 
Optional(2019-10-30 22:31:38 +0000), Optional(2019-10-31 06:40:10 +0000), 489, No, 74, 39, 70, 230, 150, 0, Undefined, 
Optional(2019-10-31 22:48:31 +0000), Optional(2019-10-31 22:48:31 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2019-10-31 22:48:31 +0000), Optional(2019-11-01 06:33:38 +0000), 465, No, 70, 35, 40, 190, 200, 0, Undefined, 
Optional(2019-11-01 23:21:37 +0000), Optional(2019-11-02 06:59:28 +0000), 458, No, 56, 98, 30, 160, 170, 0, Undefined, 
Optional(2019-11-02 21:52:09 +0000), Optional(2019-11-03 07:03:52 +0000), 552, No, 72, 32, 50, 260, 210, 0, Undefined, 
Optional(2019-11-03 20:59:58 +0000), Optional(2019-11-04 06:02:28 +0000), 542, No, 68, 52, 50, 260, 180, 0, Undefined, 
Optional(2019-11-04 22:43:44 +0000), Optional(2019-11-05 06:29:27 +0000), 466, No, 62, 76, 50, 170, 170, 0, Undefined, 
Optional(2019-11-05 21:50:37 +0000), Optional(2019-11-06 06:30:10 +0000), 520, No, 78, 50, 100, 210, 160, 0, Undefined, 
Optional(2019-11-06 21:55:41 +0000), Optional(2019-11-07 06:27:18 +0000), 512, No, 80, 32, 90, 220, 170, 0, Undefined, 
Optional(2019-11-07 22:15:34 +0000), Optional(2019-11-08 06:30:10 +0000), 495, No, 66, 75, 60, 180, 180, 0, Undefined, 
Optional(2019-11-08 23:06:44 +0000), Optional(2019-11-09 07:30:07 +0000), 503, No, 80, 43, 80, 220, 160, 0, Undefined, 
Optional(2019-11-09 23:47:19 +0000), Optional(2019-11-10 07:30:07 +0000), 463, No, 68, 53, 40, 190, 180, 0, Undefined, 
Optional(2019-11-10 22:31:09 +0000), Optional(2019-11-11 06:30:07 +0000), 479, No, 76, 49, 90, 210, 130, 0, Undefined, 
Optional(2019-11-11 22:37:10 +0000), Optional(2019-11-12 07:00:06 +0000), 503, No, 72, 53, 80, 210, 160, 0, Undefined, 
Optional(2019-11-12 22:10:22 +0000), Optional(2019-11-13 06:30:14 +0000), 500, No, 70, 30, 50, 240, 180, 0, Undefined, 
Optional(2019-11-13 22:33:45 +0000), Optional(2019-11-14 06:30:09 +0000), 476, No, 70, 56, 70, 210, 140, 0, Undefined, 
Optional(2019-11-14 23:01:15 +0000), Optional(2019-11-15 06:30:20 +0000), 449, No, 78, 29, 110, 160, 150, 0, Undefined, 
Optional(2019-11-15 22:09:37 +0000), Optional(2019-11-16 07:12:14 +0000), 543, No, 78, 53, 90, 240, 160, 0, Undefined, 
Optional(2019-11-17 00:08:26 +0000), Optional(2019-11-17 08:00:09 +0000), 472, No, 74, 52, 90, 190, 140, 0, Undefined, 
Optional(2019-11-17 21:10:45 +0000), Optional(2019-11-18 06:00:07 +0000), 529, No, 74, 69, 100, 190, 170, 0, Undefined, 
Optional(2019-11-18 22:28:45 +0000), Optional(2019-11-19 06:30:08 +0000), 481, No, 76, 21, 50, 160, 250, 0, Undefined, 
Optional(2019-11-19 22:51:13 +0000), Optional(2019-11-20 06:30:09 +0000), 459, No, 84, 29, 160, 160, 110, 0, Undefined, 
Optional(2019-11-20 22:47:32 +0000), Optional(2019-11-21 06:30:10 +0000), 463, No, 82, 23, 100, 180, 160, 0, Undefined, 
Optional(2019-11-21 22:06:11 +0000), Optional(2019-11-22 06:30:12 +0000), 504, No, 76, 44, 60, 210, 190, 0, Undefined, 
Optional(2019-11-22 22:17:44 +0000), Optional(2019-11-23 07:10:47 +0000), 533, No, 74, 43, 60, 240, 190, 0, Undefined, 
Optional(2019-11-23 23:37:38 +0000), Optional(2019-11-24 07:30:08 +0000), 472, No, 76, 22, 40, 210, 200, 0, Undefined, 
Optional(2019-11-24 23:05:31 +0000), Optional(2019-11-25 06:30:11 +0000), 445, No, 76, 55, 90, 150, 150, 0, Undefined, 
Optional(2019-11-25 22:33:53 +0000), Optional(2019-11-26 06:30:18 +0000), 476, No, 82, 46, 130, 170, 130, 0, Undefined, 
Optional(2019-11-26 22:19:35 +0000), Optional(2019-11-27 06:30:48 +0000), 491, No, 76, 31, 80, 210, 170, 0, Undefined, 
Optional(2019-11-27 22:20:33 +0000), Optional(2019-11-28 06:30:15 +0000), 490, No, 70, 80, 90, 190, 130, 0, Undefined, 
Optional(2019-11-28 22:36:53 +0000), Optional(2019-11-29 06:30:10 +0000), 473, No, 70, 73, 70, 150, 180, 0, Undefined, 
Optional(2019-11-29 22:22:44 +0000), Optional(2019-11-30 07:30:06 +0000), 547, No, 80, 47, 120, 220, 160, 0, Undefined, 
Optional(2019-11-30 15:01:32 +0000), Optional(2019-11-30 15:26:03 +0000), 25, Yes,  0, 25, 0, 0, 0, 0, Undefined, 
Optional(2019-12-01 00:11:50 +0000), Optional(2019-12-01 07:41:09 +0000), 449, No, 78, 29, 100, 170, 150, 0, Undefined, 
Optional(2019-12-01 22:34:37 +0000), Optional(2019-12-02 06:30:08 +0000), 476, No, 72, 65, 70, 190, 150, 0, Undefined, 
Optional(2019-12-02 22:41:23 +0000), Optional(2019-12-03 06:30:11 +0000), 469, No, 66, 69, 50, 200, 150, 0, Undefined, 
Optional(2019-12-03 22:01:21 +0000), Optional(2019-12-04 06:30:06 +0000), 509, No, 72, 49, 60, 250, 150, 0, Undefined, 
Optional(2019-12-04 21:50:57 +0000), Optional(2019-12-05 06:48:42 +0000), 538, No, 80, 78, 160, 170, 130, 0, Undefined, 
Optional(2019-12-06 01:15:12 +0000), Optional(2019-12-06 07:57:47 +0000), 403, No, 66, 43, 30, 170, 160, 0, Undefined, 
Optional(2019-12-07 00:37:07 +0000), Optional(2019-12-07 07:26:56 +0000), 410, No, 82, 40, 100, 140, 130, 0, Undefined, 
Optional(2019-12-08 01:40:33 +0000), Optional(2019-12-08 08:27:18 +0000), 407, No, 70, 47, 70, 140, 150, 0, Undefined, 
Optional(2019-12-08 22:11:53 +0000), Optional(2019-12-09 06:30:23 +0000), 499, No, 82, 28, 170, 170, 130, 0, Undefined, 
Optional(2019-12-09 22:55:57 +0000), Optional(2019-12-10 06:30:10 +0000), 454, No, 68, 64, 60, 200, 130, 0, Undefined, 
Optional(2019-12-10 23:34:41 +0000), Optional(2019-12-11 06:30:08 +0000), 415, No, 68, 25, 50, 190, 150, 0, Undefined, 
Optional(2019-12-11 21:58:23 +0000), Optional(2019-12-12 06:30:17 +0000), 512, No, 80, 22, 80, 230, 180, 0, Undefined, 
Optional(2019-12-12 22:13:09 +0000), Optional(2019-12-13 07:00:08 +0000), 527, No, 82, 47, 110, 220, 150, 0, Undefined, 
Optional(2019-12-14 00:20:48 +0000), Optional(2019-12-14 07:53:00 +0000), 452, No, 68, 82, 80, 160, 130, 0, Undefined, 
Optional(2019-12-15 02:09:08 +0000), Optional(2019-12-15 08:26:31 +0000), 377, No, 70, 37, 60, 160, 120, 0, Undefined, 
Optional(2019-12-15 22:47:47 +0000), Optional(2019-12-15 23:28:59 +0000), 41, Yes,  0, 41, 0, 0, 0, 0, Undefined, 
Optional(2019-12-15 23:42:37 +0000), Optional(2019-12-16 06:29:19 +0000), 407, No, 64, 67, 40, 140, 160, 0, Undefined, 
Optional(2019-12-16 21:48:29 +0000), Optional(2019-12-17 06:30:08 +0000), 522, No, 76, 52, 90, 230, 150, 0, Undefined, 
Optional(2019-12-17 22:25:43 +0000), Optional(2019-12-18 06:30:11 +0000), 484, No, 72, 44, 60, 200, 180, 0, Undefined, 
Optional(2019-12-18 22:04:08 +0000), Optional(2019-12-19 06:45:08 +0000), 521, No, 72, 41, 50, 230, 200, 0, Undefined, 
Optional(2019-12-20 01:00:51 +0000), Optional(2019-12-20 07:00:12 +0000), 359, No, 74, 39, 100, 120, 100, 0, OK, 
Optional(2019-12-20 23:40:07 +0000), Optional(2019-12-21 06:00:07 +0000), 380, No, 76, 10, 70, 170, 130, 0, Undefined, 
Optional(2019-12-21 23:31:12 +0000), Optional(2019-12-22 06:31:12 +0000), 420, No, 80, 0, 140, 170, 110, 0, Undefined, 
Optional(2019-12-23 00:24:52 +0000), Optional(2019-12-23 08:34:52 +0000), 490, No, 78, 30, 110, 210, 140, 0, OK, 
Optional(2019-12-24 01:19:59 +0000), Optional(2019-12-24 07:59:59 +0000), 400, No, 66, 20, 50, 220, 110, 0, Undefined, 
Optional(2019-12-24 23:39:36 +0000), Optional(2019-12-25 09:04:36 +0000), 565, No, 82, 20, 120, 255, 170, 0, Undefined, 
Optional(2019-12-26 01:09:53 +0000), Optional(2019-12-26 08:55:53 +0000), 466, No, 80, 20, 156, 180, 110, 0, OK, 
Optional(2019-12-27 22:51:36 +0000), Optional(2019-12-28 08:31:36 +0000), 580, No, 76, 10, 100, 280, 190, 0, OK, 
Optional(2019-12-28 23:59:33 +0000), Optional(2019-12-29 09:49:33 +0000), 590, No, 82, 50, 140, 230, 170, 0, OK, 
Optional(2019-12-29 23:00:50 +0000), Optional(2019-12-30 07:21:50 +0000), 501, No, 80, 30, 100, 231, 140, 0, OK, 
Optional(2019-12-30 22:50:00 +0000), Optional(2019-12-31 08:29:00 +0000), 579, No, 80, 20, 120, 260, 179, 0, OK, 
Optional(2020-01-01 00:40:00 +0000), Optional(2020-01-01 08:30:00 +0000), 470, No, 84, 20, 100, 200, 150, 0, Undefined, 
Optional(2020-01-01 23:21:33 +0000), Optional(2020-01-02 08:00:09 +0000), 519, No, 76, 79, 130, 170, 140, 0, Undefined, 
Optional(2020-01-02 22:06:13 +0000), Optional(2020-01-02 22:06:13 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-02 22:06:13 +0000), Optional(2020-01-02 23:13:01 +0000), 67, No,  0, 67, 0, 0, 0, 0, Undefined, 
Optional(2020-01-03 00:04:22 +0000), Optional(2020-01-03 00:04:22 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-03 00:04:22 +0000), Optional(2020-01-03 09:04:59 +0000), 541, No, 72, 41, 50, 240, 210, 0, Undefined, 
Optional(2020-01-03 23:39:07 +0000), Optional(2020-01-04 08:00:08 +0000), 501, No, 62, 91, 40, 170, 200, 0, Undefined, 
Optional(2020-01-05 00:25:13 +0000), Optional(2020-01-05 00:25:13 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-05 00:25:13 +0000), Optional(2020-01-05 08:43:10 +0000), 498, No, 66, 98, 60, 200, 140, 0, Undefined, 
Optional(2020-01-05 22:54:14 +0000), Optional(2020-01-06 06:23:55 +0000), 450, No, 72, 80, 120, 130, 120, 0, Undefined, 
Optional(2020-01-06 22:17:53 +0000), Optional(2020-01-06 22:17:53 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-06 22:17:53 +0000), Optional(2020-01-07 06:28:50 +0000), 491, No, 62, 81, 40, 180, 190, 0, Undefined, 
Optional(2020-01-07 22:02:57 +0000), Optional(2020-01-08 06:30:08 +0000), 507, No, 66, 77, 60, 210, 160, 0, Undefined, 
Optional(2020-01-08 18:01:42 +0000), Optional(2020-01-08 18:01:42 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-08 18:01:42 +0000), Optional(2020-01-08 19:20:27 +0000), 79, No, 50, 29, 0, 30, 20, 0, Undefined, 
Optional(2020-01-08 22:19:31 +0000), Optional(2020-01-09 06:27:08 +0000), 488, No, 62, 108, 70, 190, 120, 0, Undefined, 
Optional(2020-01-09 22:49:29 +0000), Optional(2020-01-10 06:35:23 +0000), 466, No, 66, 86, 60, 160, 160, 0, Undefined, 
Optional(2020-01-09 22:49:29 +0000), Optional(2020-01-10 06:35:23 +0000), 466, No, 66, 86, 60, 160, 160, 0, Undefined, 
Optional(2020-01-10 23:34:16 +0000), Optional(2020-01-11 07:58:47 +0000), 505, No, 76, 74, 80, 170, 180, 0, Undefined, 
Optional(2020-01-12 00:56:48 +0000), Optional(2020-01-12 00:56:48 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-12 00:56:48 +0000), Optional(2020-01-12 09:09:14 +0000), 492, No, 56, 62, 60, 120, 250, 0, OK, 
Optional(2020-01-12 21:39:53 +0000), Optional(2020-01-12 21:39:53 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-12 21:39:53 +0000), Optional(2020-01-13 06:29:39 +0000), 530, No, 70, 110, 100, 210, 110, 0, Undefined, 
Optional(2020-01-13 23:12:02 +0000), Optional(2020-01-14 06:37:56 +0000), 446, No, 72, 66, 60, 130, 190, 0, Undefined, 
Optional(2020-01-14 22:28:08 +0000), Optional(2020-01-14 22:28:08 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-14 22:28:07 +0000), Optional(2020-01-15 06:47:31 +0000), 499, No, 74, 79, 120, 170, 130, 0, Undefined, 
Optional(2020-01-15 22:56:30 +0000), Optional(2020-01-16 06:30:09 +0000), 454, No, 68, 84, 60, 130, 180, 0, Undefined, 
Optional(2020-01-16 22:11:18 +0000), Optional(2020-01-16 22:11:18 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-16 22:11:18 +0000), Optional(2020-01-17 07:04:26 +0000), 533, No, 82, 33, 90, 220, 190, 0, Undefined, 
Optional(2020-01-17 23:50:18 +0000), Optional(2020-01-18 08:10:33 +0000), 500, No, 82, 40, 80, 200, 180, 0, Undefined, 
Optional(2020-01-17 23:50:17 +0000), Optional(2020-01-18 08:10:33 +0000), 500, No, 82, 40, 80, 200, 180, 0, Undefined, 
Optional(2020-01-18 23:53:52 +0000), Optional(2020-01-19 09:16:44 +0000), 563, No, 74, 63, 80, 220, 200, 0, Undefined, 
Optional(2020-01-18 23:53:52 +0000), Optional(2020-01-19 09:16:44 +0000), 563, No, 74, 63, 80, 220, 200, 0, Undefined, 
Optional(2020-01-19 23:01:56 +0000), Optional(2020-01-20 06:33:32 +0000), 452, No, 82, 32, 110, 150, 160, 0, OK, 
Optional(2020-01-19 23:01:56 +0000), Optional(2020-01-20 06:33:32 +0000), 452, No, 82, 32, 110, 150, 160, 0, Undefined, 
Optional(2020-01-20 22:34:18 +0000), Optional(2020-01-20 22:34:18 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-20 22:34:18 +0000), Optional(2020-01-21 06:30:16 +0000), 476, No, 68, 56, 60, 190, 170, 0, Undefined, 
Optional(2020-01-21 22:36:51 +0000), Optional(2020-01-22 07:15:07 +0000), 518, No, 74, 68, 90, 180, 180, 0, Undefined, 
Optional(2020-01-22 22:31:06 +0000), Optional(2020-01-23 06:30:08 +0000), 479, No, 78, 69, 100, 150, 160, 0, Undefined, 
Optional(2020-01-23 23:03:21 +0000), Optional(2020-01-24 06:30:10 +0000), 447, No, 72, 37, 70, 210, 130, 0, Undefined, 
Optional(2020-01-25 00:07:35 +0000), Optional(2020-01-25 08:14:09 +0000), 487, No, 76, 37, 70, 190, 190, 0, Undefined, 
Optional(2020-01-25 00:07:34 +0000), Optional(2020-01-25 08:14:09 +0000), 487, No, 76, 37, 70, 190, 190, 0, Undefined, 
Optional(2020-01-26 00:35:08 +0000), Optional(2020-01-26 00:35:08 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-26 00:35:08 +0000), Optional(2020-01-26 08:37:46 +0000), 483, No, 70, 53, 60, 190, 180, 0, Undefined, 
Optional(2020-01-26 21:40:22 +0000), Optional(2020-01-27 06:49:52 +0000), 549, No, 76, 79, 100, 220, 150, 0, Undefined, 
Optional(2020-01-26 21:40:22 +0000), Optional(2020-01-27 06:49:52 +0000), 549, No, 76, 79, 100, 220, 150, 0, Undefined, 
Optional(2020-01-27 23:16:33 +0000), Optional(2020-01-28 06:39:19 +0000), 443, No, 60, 83, 50, 140, 170, 0, Undefined, 
Optional(2020-01-27 23:16:33 +0000), Optional(2020-01-28 06:39:19 +0000), 443, No, 60, 83, 50, 140, 170, 0, Undefined, 
Optional(2020-01-28 22:13:10 +0000), Optional(2020-01-29 06:38:43 +0000), 506, No, 80, 55, 110, 150, 190, 0, Undefined, 
Optional(2020-01-28 22:13:10 +0000), Optional(2020-01-29 06:38:43 +0000), 506, No, 80, 55, 110, 150, 190, 0, Undefined, 
Optional(2020-01-29 22:32:58 +0000), Optional(2020-01-29 22:32:58 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-29 22:32:58 +0000), Optional(2020-01-30 06:31:08 +0000), 478, No, 72, 68, 90, 200, 120, 0, Undefined, 
Optional(2020-01-30 22:29:02 +0000), Optional(2020-01-30 22:29:02 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-01-30 22:29:01 +0000), Optional(2020-01-31 06:39:35 +0000), 491, No, 70, 41, 160, 140, 150, 0, Good, 
Optional(2020-02-01 00:11:43 +0000), Optional(2020-02-01 08:34:56 +0000), 503, No, 70, 40, 100, 193, 170, 0, Undefined, 
Optional(2020-02-01 00:11:44 +0000), Optional(2020-02-02 01:17:11 +0000), 1505, No, 58, 1035, 100, 200, 170, 0, Undefined, 
Optional(2020-02-02 01:17:55 +0000), Optional(2020-02-02 01:17:55 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-02 01:17:55 +0000), Optional(2020-02-02 10:12:13 +0000), 534, No, 58, 54, 60, 130, 290, 0, OK, 
Optional(2020-02-02 19:52:58 +0000), Optional(2020-02-02 19:52:58 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-02 19:52:57 +0000), Optional(2020-02-03 06:26:46 +0000), 634, No, 64, 94, 50, 280, 210, 0, Undefined, 
Optional(2020-02-03 22:08:44 +0000), Optional(2020-02-04 06:31:58 +0000), 503, No, 62, 83, 40, 230, 150, 0, Undefined, 
Optional(2020-02-03 22:08:44 +0000), Optional(2020-02-04 06:31:58 +0000), 503, No, 62, 83, 40, 230, 150, 0, Undefined, 
Optional(2020-02-04 22:23:54 +0000), Optional(2020-02-04 22:23:54 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-04 22:23:54 +0000), Optional(2020-02-05 06:37:07 +0000), 493, No, 76, 33, 70, 210, 180, 0, Undefined, 
Optional(2020-02-05 22:30:54 +0000), Optional(2020-02-06 06:32:07 +0000), 481, No, 68, 71, 50, 210, 150, 0, Undefined, 
Optional(2020-02-05 22:30:54 +0000), Optional(2020-02-06 06:32:07 +0000), 481, No, 68, 71, 50, 210, 150, 0, Undefined, 
Optional(2020-02-06 22:42:16 +0000), Optional(2020-02-07 07:18:44 +0000), 516, No, 78, 56, 110, 180, 170, 0, Undefined, 
Optional(2020-02-06 22:42:17 +0000), Optional(2020-02-07 07:51:21 +0000), 549, No, 76, 89, 110, 180, 170, 0, Undefined, 
Optional(2020-02-07 23:56:50 +0000), Optional(2020-02-08 07:19:09 +0000), 442, No, 80, 32, 80, 160, 170, 0, Undefined, 
Optional(2020-02-07 23:56:51 +0000), Optional(2020-02-08 07:42:02 +0000), 465, No, 78, 55, 80, 160, 170, 0, Undefined, 
Optional(2020-02-09 00:37:56 +0000), Optional(2020-02-09 00:37:56 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-09 00:37:56 +0000), Optional(2020-02-09 08:06:58 +0000), 449, No, 68, 69, 80, 170, 130, 0, Undefined, 
Optional(2020-02-10 00:05:14 +0000), Optional(2020-02-10 00:05:14 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-10 00:05:14 +0000), Optional(2020-02-10 07:35:41 +0000), 450, No, 64, 30, 30, 210, 180, 0, Undefined, 
Optional(2020-02-10 21:15:43 +0000), Optional(2020-02-10 21:15:43 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-10 21:15:43 +0000), Optional(2020-02-11 06:30:15 +0000), 555, No, 80, 54, 120, 230, 150, 0, Undefined, 
Optional(2020-02-11 22:02:08 +0000), Optional(2020-02-11 22:02:08 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-11 22:02:08 +0000), Optional(2020-02-12 06:30:14 +0000), 508, No, 76, 58, 100, 200, 150, 0, Undefined, 
Optional(2020-02-12 21:50:56 +0000), Optional(2020-02-13 06:30:10 +0000), 519, No, 76, 59, 100, 210, 150, 0, Undefined, 
Optional(2020-02-12 21:50:56 +0000), Optional(2020-02-13 06:30:10 +0000), 519, No, 76, 59, 100, 210, 150, 0, Undefined, 
Optional(2020-02-13 21:58:00 +0000), Optional(2020-02-14 06:32:25 +0000), 514, No, 66, 74, 60, 190, 190, 0, Undefined, 
Optional(2020-02-13 21:57:59 +0000), Optional(2020-02-14 06:32:25 +0000), 514, No, 66, 74, 60, 190, 190, 0, Undefined, 
Optional(2020-02-14 23:19:00 +0000), Optional(2020-02-15 08:33:24 +0000), 554, No, 76, 74, 90, 220, 170, 0, Undefined, 
Optional(2020-02-14 23:19:00 +0000), Optional(2020-02-15 08:33:24 +0000), 554, No, 76, 74, 90, 220, 170, 0, Undefined, 
Optional(2020-02-16 00:32:59 +0000), Optional(2020-02-16 09:50:49 +0000), 558, No, 72, 48, 70, 230, 210, 0, Undefined, 
Optional(2020-02-16 00:32:59 +0000), Optional(2020-02-16 09:50:49 +0000), 558, No, 72, 48, 70, 230, 210, 0, Undefined, 
Optional(2020-02-16 22:47:23 +0000), Optional(2020-02-16 22:47:23 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-16 22:47:22 +0000), Optional(2020-02-17 06:30:22 +0000), 463, No, 64, 83, 50, 150, 180, 0, Undefined, 
Optional(2020-02-17 22:58:11 +0000), Optional(2020-02-18 06:30:32 +0000), 452, No, 64, 72, 50, 160, 170, 0, Undefined, 
Optional(2020-02-17 22:58:11 +0000), Optional(2020-02-18 06:30:32 +0000), 452, No, 64, 72, 50, 160, 170, 0, Undefined, 
Optional(2020-02-18 21:31:53 +0000), Optional(2020-02-18 21:31:53 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-18 21:31:52 +0000), Optional(2020-02-19 06:29:56 +0000), 538, No, 64, 88, 50, 240, 160, 0, Undefined, 
Optional(2020-02-19 22:00:34 +0000), Optional(2020-02-20 06:24:29 +0000), 504, No, 70, 84, 90, 180, 150, 0, Undefined, 
Optional(2020-02-19 22:00:47 +0000), Optional(2020-02-20 06:24:29 +0000), 504, No, 70, 84, 90, 180, 150, 0, Undefined, 
Optional(2020-02-20 22:07:47 +0000), Optional(2020-02-20 22:07:47 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-20 22:07:47 +0000), Optional(2020-02-21 06:25:31 +0000), 498, No, 74, 58, 80, 200, 160, 0, Undefined, 
Optional(2020-02-21 22:41:38 +0000), Optional(2020-02-22 07:31:16 +0000), 530, No, 74, 70, 100, 200, 160, 0, Undefined, 
Optional(2020-02-21 22:41:37 +0000), Optional(2020-02-22 07:31:16 +0000), 530, No, 74, 70, 100, 200, 160, 0, Undefined, 
Optional(2020-02-22 23:31:32 +0000), Optional(2020-02-23 07:14:03 +0000), 463, No, 64, 62, 40, 210, 150, 0, Undefined, 
Optional(2020-02-22 23:31:32 +0000), Optional(2020-02-23 07:14:03 +0000), 463, No, 64, 62, 40, 210, 150, 0, Undefined, 
Optional(2020-02-24 22:00:37 +0000), Optional(2020-02-25 06:30:24 +0000), 510, No, 60, 130, 80, 170, 130, 0, Undefined, 
Optional(2020-02-24 22:00:36 +0000), Optional(2020-02-25 06:30:24 +0000), 510, No, 60, 130, 80, 170, 130, 0, Undefined, 
Optional(2020-02-26 00:44:01 +0000), Optional(2020-02-26 00:44:01 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-26 00:44:00 +0000), Optional(2020-02-26 07:56:09 +0000), 432, No, 64, 62, 40, 180, 150, 0, Undefined, 
Optional(2020-02-26 22:29:11 +0000), Optional(2020-02-27 06:30:17 +0000), 481, No, 68, 71, 50, 160, 200, 0, Undefined, 
Optional(2020-02-26 22:29:10 +0000), Optional(2020-02-27 06:30:17 +0000), 481, No, 68, 71, 50, 160, 200, 0, Undefined, 
Optional(2020-02-27 22:07:00 +0000), Optional(2020-02-28 06:28:49 +0000), 502, No, 76, 62, 70, 160, 210, 0, Undefined, 
Optional(2020-02-27 22:07:00 +0000), Optional(2020-02-28 06:28:49 +0000), 502, No, 76, 62, 70, 160, 210, 0, Undefined, 
Optional(2020-02-28 22:24:10 +0000), Optional(2020-02-28 22:24:10 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-28 22:24:10 +0000), Optional(2020-02-29 07:00:35 +0000), 516, No, 70, 36, 40, 250, 190, 0, Undefined, 
Optional(2020-02-29 22:12:55 +0000), Optional(2020-02-29 22:12:55 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-02-29 22:12:54 +0000), Optional(2020-03-01 07:04:37 +0000), 532, No, 78, 32, 80, 230, 190, 0, Undefined, 
Optional(2020-03-02 00:15:13 +0000), Optional(2020-03-02 07:17:28 +0000), 422, No, 76, 32, 70, 190, 130, 0, Undefined, 
Optional(2020-03-02 00:15:13 +0000), Optional(2020-03-02 07:17:28 +0000), 422, No, 76, 32, 70, 190, 130, 0, Undefined, 
Optional(2020-03-02 23:46:32 +0000), Optional(2020-03-02 23:46:32 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-03-02 23:46:31 +0000), Optional(2020-03-03 07:48:46 +0000), 482, No, 68, 62, 60, 240, 120, 0, Undefined, 
Optional(2020-03-03 21:49:24 +0000), Optional(2020-03-03 21:49:24 +0000), 0, No,  0, 0, 0, 0, 0, 0, Undefined, 
Optional(2020-03-03 21:49:24 +0000), Optional(2020-03-04 06:50:55 +0000), 542, No, 80, 22, 110, 220, 190, 0, Undefined, 
Optional(2020-03-04 22:50:10 +0000), Optional(2020-03-05 07:53:24 +0000), 543, No, 84, 33, 100, 230, 180, 0, Undefined, 
Optional(2020-03-04 22:50:09 +0000), Optional(2020-03-05 07:53:24 +0000), 543, No, 84, 33, 100, 230, 180, 0, Undefined, 
Optional(2020-03-05 22:41:11 +0000), Optional(2020-03-06 07:06:44 +0000), 506, No, 74, 66, 90, 180, 170, 0, Undefined, 
Optional(2020-03-05 22:41:10 +0000), Optional(2020-03-06 07:06:44 +0000), 506, No, 74, 66, 90, 180, 170, 0, Undefined, 
Optional(2020-03-06 23:30:27 +0000), Optional(2020-03-07 07:50:54 +0000), 500, No, 74, 40, 50, 220, 190, 0, Undefined, 
Optional(2020-03-06 23:30:27 +0000), Optional(2020-03-07 07:50:54 +0000), 500, No, 74, 40, 50, 220, 190, 0, Undefined, 
Optional(2020-03-07 22:17:48 +0000), Optional(2020-03-08 07:42:41 +0000), 565, No, 78, 85, 130, 200, 150, 0, Undefined, 
Optional(2020-03-07 22:17:48 +0000), Optional(2020-03-08 07:42:41 +0000), 565, No, 78, 85, 130, 200, 150, 0, Undefined, 
Optional(2020-03-08 21:55:35 +0000), Optional(2020-03-09 07:06:22 +0000), 551, No, 66, 31, 30, 230, 260, 0, Undefined, 
